order_id,order_date,customer_id,country,product_id,quantity,unit_price,discount_pct,status
156,29/09/2016,48180,SLOVAKIA,1998,2,89.97,9.3,Done
157,2017-12-12,9707,Italy,2268,3,156.18,6.98,DONE
158,2018-06-07,52105,SK,2164,3,112.73,3.69,Done
159,2019-08-09,42915,ES,885,4,83.07,2.23,completed
160,2022-01-12,33733,italy,453,4,85.24,22.68,completed
161,2019-05-04,45495,Deutschland,1744,3,359.82,14.83,Shipped
162,2023-10-11,7876,Austria,2174,3,325.5,21.42,Completed
163,2021-11-09,40825,Poland,2085,3,230.46,23.06,Done
164,2023-06-14,30816,Germany,132,5,86.52,10.58,done
165,2022-03-17,31247,France,2067,5,444.04,1.66,Completed
166,2016/07/19,28031,Holland,2057,1,171.19,12.96,SHIP
167,2024/11/04,36332,Deutschland,1817,3,213.38,16.06,Done
168,2022/11/28,10812,germany,368,3,149.07,3.3,shipped
169,16/10/2020,53107,SK,1730,3,212.96,17.16,SHIP
170,2016/09/18,5496,SK,933,8,140.94,,shipped
171,2016.10.16,11850,Slovakia,1940,2,129.17,,CANCELLED
172,2021-03-08,30246,sweden,2450,4,218.84,26.25,completed
173,2019/03/16,354,POL,512,4,311.85,23.09,done
174,2021-10-28,30409,Spain,1409,5,200.58,0.0,DONE
175,2018-10-15,31726,Czechia,1575,2,158.14,28.39,complete
176,2020.03.01,26791,spain,2353,3,192.31,0.0,Shipped
177,2016/12/01,24616,Deutschland,2083,3,184.04,13.87,COMPLETED
178,2016-08-12,20732,Polska,1445,3,134.03,,Shipped
179,2015-10-27,46008,FR,2167,5,177.58,12.89,Shipped
180,2023-04-01,25223,austria,736,2,159.49,20.66,shipped
181,2020/08/12,43948,Czech Republic,1920,2,137.18,20.78,shipped
182,2024-07-14,27986,France,708,3,126.64,22.67,DONE
183,2022-07-23,6549,Slovakia,16,7,203.91,0.0,Done
184,02-10-2022,19205,Deutschland,1358,6,209.77,24.31,Completed
185,2020-02-12,22675,netherlands,412,3,174.97,,Shipped
186,2023-03-13,49934,sweden,1804,1,272.64,14.74,Completed
187,2024/06/26,5964,pl,2166,3,278.83,10.39,DONE
188,2022/04/09,34909,NL,47,1,152.57,18.15,shipped
189,2016-01-26,55717,Holland,1916,1,86.64,8.93,complete
190,28/07/2021,38117,Italy,659,2,228.15,9.13,done
191,2016-04-03,58911,Holland,732,2,79.6,32.34,Shipped
192,2015.11.02,25620,ES,419,5,119.06,16.31,Completed
193,2021-12-14,20624,Spain,1966,3,303.52,16.97,Done
194,31-05-2023,14218,sweden,404,2,202.18,6.07,SHIP
195,2016-08-25,47347,france,696,4,301.72,0.72,DONE
196,2015/10/22,3768,Czech Republic,1982,4,152.51,17.95,done
197,28-11-2023,58095,France,2354,5,121.75,7.63,done
198,2016-05-20,58526,POL,191,3,191.81,3.79,Done
199,01-06-2015,35606,germany,2140,1,110.1,,Completed
200,2022-04-06,12321,ES,1557,1,152.83,18.8,shipped
201,2023-07-17,20215,SLOVAKIA,1156,3,0.0,,Shipped
202,08-03-2020,57419,Spain,1558,3,353.3,0.0,COMPLETED
203,2020-06-18,21049,Italy,360,2,283.77,21.04,SHIP
204,2018-06-07,55064,spain,1775,3,337.72,23.19,Shipped
205,2017.06.13,31316,NL,2406,2,152.17,13.61,Completed
206,2022-08-12,14656,Spain,2418,3,218.97,12.25,COMPLETED
207,2023-07-23,18192,czechia,1672,3,163.47,30.51,CANCELLED
208,2018-04-07,33660,ES,918,4,209.75,16.73,shipped
209,2017-10-20,19957,SK,1323,1,114.5,15.83,SHIP
210,2017/09/28,5794,germany,1425,4,164.03,4.17,done
211,2015/07/27,54566,Sweden,241,5,116.49,8.36,done
212,2017-11-12,22344,Sweden,274,2,113.73,31.96,Shipped
213,2015-04-25,31604,austria,1143,3,80.74,0.0,DONE
214,2022-12-03,49602,Deutschland,1197,3,284.37,14.86,SHIP
215,2017-08-14,18965,Italy,820,6,132.47,,Shipped
216,2021-12-07,45808,GER,1080,6,188.71,11.81,Done
217,30-06-2020,44795,Czech Republic,426,3,187.99,,shipped
218,2023-06-10,30964,Deutschland,2030,3,228.34,13.06,Done
219,2024-08-30,13007,SK,1958,4,171.39,9.26,done
220,2018-09-26,32633,CZ,1647,3,161.99,9.68,Done
221,2015.12.02,47668,Holland,1374,3,91.97,0.33,complete
222,24/07/2022,31537,ES,1202,1,137.63,16.1,CANCELLED
223,2015-04-07,44670,IT,614,1,153.72,22.93,SHIP
224,13/04/2017,51385,Czech Republic,1231,6,91.48,5.69,done
225,2015-08-05,3169,SK,9,1,145.25,17.15,complete
226,2023/12/27,41742,sweden,2189,3,123.72,20.63,SHIP
227,2015-01-25,12304,Austria,764,5,94.85,11.49,COMPLETED
228,2019-12-14,50257,Italy,2188,2,127.75,,COMPLETED
229,2019-04-18,16726,IT,1882,3,204.44,0.0,completed
230,2021/08/03,12316,czechia,696,4,267.5,9.49,DONE
231,2017-12-06,13153,italy,421,2,133.68,6.91,DONE
232,20/10/2023,57301,ES,1995,2,258.86,,done
233,2022/05/29,10864,austria,1464,3,137.33,1.86,Completed
234,2019-05-21,28280,FR,2023,5,357.65,22.02,DONE
235,2018.08.22,14972,GER,1653,4,231.23,,done
236,2023/03/15,48700,FR,687,2,121.79,9.8,Done
237,2022-08-19,46094,AT,235,2,170.21,0.0,completed
238,2018-12-29,38487,Holland,1627,3,105.81,1.44,complete
239,2018-06-24,38229,germany,694,5,193.13,23.72,Completed
240,2015-06-15,28367,SE,1693,2,173.25,16.37,Completed
241,2015-11-14,48149,Slovakia,1884,5,65.91,11.94,DONE
242,2015-08-08,17037,Slovakia,2358,3,234.32,7.81,DONE
243,2015-04-20,54119,Austria,332,3,151.73,1.46,Shipped
244,2016-08-03,26108,Czech,980,5,101.0,0.0,complete
245,2023-08-19,5674,Italy,2392,5,174.22,20.18,CANCELLED
246,2022-12-27,42990,NL,902,5,285.17,11.74,SHIP
247,2023-07-09,47107,spain,1826,3,69.67,1.15,SHIP
248,2021-04-17,327,IT,1690,3,230.88,13.93,SHIP
249,18-04-2021,32555,Sweden,679,2,113.23,10.9,complete
250,2016-04-17,42445,Deutschland,1593,2,136.65,19.31,COMPLETED
251,2021-12-29,56765,Polska,1752,3,73.47,10.02,done
252,2017/11/09,17943,GER,322,6,261.71,20.54,completed
253,2020-03-29,30766,SLOVAKIA,2352,2,369.93,,Completed
254,2024-08-10,2799,SK,1692,2,0.0,,COMPLETED
255,2023-10-09,17793,france,102,3,426.38,0.0,Shipped
256,2017-05-24,5824,FR,872,1,145.76,8.55,SHIP
257,2022-06-07,2509,austria,742,2,209.35,12.46,DONE
258,2016-01-19,53743,italy,1813,1,351.44,3.64,done
259,29-04-2015,50960,italy,580,2,239.31,3.87,Completed
260,2015/05/05,8674,Germany,363,4,190.55,13.92,COMPLETED
261,2016-10-07,46790,germany,727,1,318.05,21.23,shipped
262,2021-12-19,40865,France,1814,6,128.84,12.23,SHIP
263,2018/09/11,29182,Czechia,1250,3,116.61,5.55,shipped
264,15-03-2015,54439,France,2303,6,72.61,,SHIP
265,2024-12-01,47895,Czech Republic,2018,5,258.15,23.73,Shipped
266,2020-05-25,16365,DE,1775,5,322.89,,Done
267,2018-12-16,32344,Czech,1254,2,199.03,17.61,DONE
268,27-03-2020,48686,Slovakia,2365,1,247.72,43.89,DONE
269,2020/04/01,57322,CZ,753,4,283.74,26.24,DONE
270,2019-10-07,34322,SE,2066,5,111.75,0.0,Shipped
271,2021/03/02,29894,SK,1515,4,302.15,,Completed
272,2023-11-25,45271,Deutschland,2134,608,272.1,5.8,completed
273,2018-01-08,33706,France,1877,5,112.95,7.97,Shipped
274,2019/11/29,3251,Czech Republic,1718,2,114.39,8.75,COMPLETED
275,2015-01-17,18152,austria,1440,3,115.1,30.97,Completed
276,2023-08-29,33985,DE,1104,5,270.37,5.75,shipped
277,2018-01-27,31842,Slovakia,1141,3,121.2,16.22,DONE
278,2017-10-11,28469,Poland,8,3,175.48,3.58,complete
279,2024-12-25,33296,france,1044,2,241.07,13.39,Shipped
280,2020-11-21,3709,Czechia,641,2,212.79,16.21,DONE
281,2016-04-14,22557,FR,1006,4,171.23,20.03,Shipped
282,2017-09-19,53286,DE,1432,6,171.84,10%,shipped
283,2018/08/05,52478,France,788,2,333.06,0.51,shipped
284,2024-11-26,7503,DE,371,4,183.04,26.23,COMPLETED
285,2019-05-15,38043,france,981,5,129.1,6.27,SHIP
286,2017-05-12,23905,FR,575,5,121.03,0.0,Completed
287,2020-10-05,2373,POL,69,2,216.9,9.56,SHIP
288,2019-01-22,52419,slovak,2378,2,187.37,0.0,COMPLETED
289,11-08-2015,38186,IT,645,2,265.55,4.74,complete
290,02-09-2023,6970,CZ,1881,4,271.11,,COMPLETED
291,2015/03/14,52719,AT,1349,4,131.01,0.0,CANCELLED
292,2023/12/28,29131,Netherlands,1519,1,113.55,5.85,complete
293,2022.12.11,49591,Poland,2480,4,295.85,6.25,done
294,2015-10-28,14237,sweden,1248,1,59.47,21.21,completed
295,17/04/2022,55798,Holland,362,2,81.82,0.0,COMPLETED
296,2022-10-10,7057,france,399,5,179.56,9.26,done
297,2021-01-11,51769,spain,2345,1,53.05,0.0,SHIP
298,2020.11.03,32863,PL,977,3,267.99,4.66,DONE
299,2015-07-24,49174,germany,1568,1,300.88,12.46,completed
300,27-08-2015,4629,Austria,337,3,141.58,18.07,SHIP
301,2022-05-01,16819,Polska,2228,4,155.65,18.65,completed
302,2016-01-26,10502,France,829,3,64.63,7.69,completed
303,2017/06/25,15330,Netherlands,2330,3,284.55,,Completed
304,2019-12-29,23011,AT,549,5,92.79,31.34,SHIP
305,2016-09-13,22820,DE,1442,5,86.42,32.97,COMPLETED
306,2022/12/06,12720,France,2465,2,102.88,7.25,completed
307,2023-02-04,31859,Czechia,12,7,134.89,16.33,done
308,27/06/2023,35209,Poland,582,11,109.34,,SHIP
309,2015-07-23,45841,POL,651,4,121.04,33.77,Done
310,2019-05-04,26496,NL,768,3,83.35,5.62,Done
311,2023-07-14,2549,Netherlands,1682,6,213.28,13.12,SHIP
312,2018-09-10,22028,NL,1099,3,188.69,18.39,done
313,2021-12-21,44685,Austria,1743,6,102.34,27.95,SHIP
314,2020-12-04,29342,italy,2474,2,247.25,21.71,SHIP
315,2018/07/15,46937,AT,154,3,245.5,9.57,Completed
316,2017-10-30,248,Germany,181,3,158.91,22.42,shipped
317,2021-08-03,25992,Polska,1107,5,278.24,21.73,SHIP
318,25-05-2016,13149,Sweden,1209,6,190.37,4.51,SHIP
319,2023-08-30,54989,italy,1729,3,79.95,13.09,DONE
320,2020-10-30,14071,Germany,1509,2,155.96,15.71,Completed
321,2016-02-24,48902,Polska,613,4,202.17,11.37,DONE
322,17-01-2022,42289,GER,1105,4,148.61,0.0,Completed
323,2019.05.16,6451,Slovakia,389,2,147.87,1.46,SHIP
324,2017-01-19,10992,Holland,2087,2,396.77,8.42,Done
325,2024-09-02,57806,SK,1621,3,141.36,15.36,shipped
326,2022-03-31,5330,ES,179,1,162.14,2.73,Completed
327,2020-12-14,1976,Austria,554,4,179.65,11.23,Shipped
328,21/07/2023,22489,Poland,146,3,242.06,0.0,COMPLETED
329,2020-07-03,55961,POL,912,2,190.2,2.55,Done
330,2019-06-25,7270,SE,123,6,149.72,10.31,COMPLETED
331,2016/12/05,40054,ES,2403,3,176.23,0.61,CANCELLED
332,2016-08-05,5161,FR,336,3,95.6,9.43,completed
333,2019-05-20,9784,slovak,1310,2,123.78,0.0,COMPLETED
334,2019-08-15,11185,Deutschland,2327,2,184.37,17.7,COMPLETED
335,2022-05-25,57002,slovak,2014,4,136.4,27.13,DONE
336,2019-06-27,41943,sweden,1402,4,262.66,29.04,complete
337,2020-12-14,59601,Holland,814,6,191.22,9.52,done
338,2023-05-22,46460,AT,1854,4,260.89,21.56,COMPLETED
339,2024-12-15,59576,ES,748,4,186.33,19.27,done
340,2018-04-12,52574,Austria,2170,4,227.28,,DONE
341,2024.01.10,40530,AT,201,2,311.26,,shipped
342,29-01-2023,8345,SE,2431,4,356.42,,shipped
343,2015-09-29,24864,Italy,1695,3,153.83,2.17,Done
344,2018-05-28,32317,France,740,2,84.57,12.11,completed
345,2017/03/28,9118,Sweden,1220,2,46.92,16.77,Shipped
346,2021-09-15,40253,ES,1039,3,167.61,25.62,CANCELLED
347,2020-08-12,37986,Czech,761,4,302.62,5.34,done
348,19/12/2019,2790,CZ,1203,3,196.36,23.48,done
349,2022-09-12,41294,Italy,195,2,196.98,8.0,shipped
350,2018-05-25,57107,DE,928,4,136.08,9.13,Done
351,2018/11/17,43673,Polska,2312,2,320.41,18.68,shipped
352,2023-09-20,25646,Spain,546,5,314.71,16.98,shipped
353,2024-10-14,29297,Czechia,2190,2,87.22,10.76,COMPLETED
354,30-10-2022,39926,sweden,1583,4,103.24,5.79,complete
355,20-03-2017,42330,Italy,1094,3,152.29,23.78,Done
356,2016-02-29,46388,Holland,649,5,169.56,9.21,CANCELLED
357,2017-02-12,56778,czechia,190,2,203.38,19.14,Shipped
358,13/04/2019,9039,italy,2097,4,83.53,,CANCELLED
359,2017-06-06,36585,GER,1362,5,193.73,41.46,Done
360,2024-01-06,1276,austria,2018,3,255.86,4.87,DONE
361,2021-10-09,56692,Netherlands,1374,3,104.84,21.65,DONE
362,2019/03/19,5979,Spain,1973,3,239.58,1.83,DONE
363,20-10-2017,50020,IT,895,8,198.61,31.36,Done
364,2018-11-11,19918,Czech,1083,5,95.38,0.0,Shipped
365,2019/10/29,52585,Italy,664,3,128.32,0.0,Shipped
366,2022.03.06,6445,slovak,1432,4,253.0,0.0,complete
367,2015.12.05,55795,Czech Republic,2173,2,215.76,9.82,COMPLETED
368,2023/07/21,14497,austria,857,4,251.74,13.07,Completed
369,2016-05-02,57427,austria,1830,2,101.42,,shipped
370,2017-09-07,7665,SLOVAKIA,828,3,132.14,0.25,Shipped
371,2024.12.15,29579,Sweden,1851,6,233.51,5.86,complete
372,2016-12-07,49927,spain,1429,3,114.41,20.91,shipped
373,2016-01-06,55335,slovak,2334,2,104.74,,Completed
374,13/06/2021,22039,Holland,708,3,107.99,0.0,Completed
375,14/12/2018,39009,FR,379,1,186.72,,SHIP
376,2015/12/11,51803,SLOVAKIA,2347,2,222.78,8.02,COMPLETED
377,2015/01/18,37115,Germany,348,5,91.5,5.84,complete
378,2015-11-07,45120,Holland,1803,1,76.03,28.07,Shipped
379,2020/04/12,42297,pl,2205,2,79.87,21.07,CANCELLED
380,15-05-2017,57559,Slovakia,568,4,145.53,25.85,Completed
381,2022.11.03,4255,POL,666,5,360.06,23.59,Completed
382,2023-08-21,23056,FR,924,4,257.87,,complete
383,2016/07/06,2426,Czechia,1743,4,84.42,26.04,Shipped
384,2018-06-08,38442,SLOVAKIA,1642,2,119.97,0.0,COMPLETED
385,2016/07/12,13176,ES,907,2,107.8,12.19,DONE
386,2017-11-28,45208,DE,2080,5,156.03,5.21,Done
387,2017/06/16,38031,NL,943,1,73.98,12.68,CANCELLED
388,2022-11-29,30106,Czechia,1779,3,163.19,20.05,shipped
389,2018.07.09,46071,Italy,1441,2,174.22,23.69,DONE
390,2019-12-21,34079,SE,586,1,178.01,0.0,completed
391,2021-10-21,3097,Polska,1367,6,165.01,0.0,done
392,2023-04-11,13684,italy,1291,3,169.3,13.67,SHIP
393,06-01-2018,20489,PL,1477,0,74.97,8.15,Done
394,2017.02.12,50809,france,848,2,267.13,12.15,complete
395,2024-11-05,13454,Austria,1868,4,272.61,8.16,CANCELLED
396,2018/04/02,27642,Austria,952,2,171.34,,Done
397,2021-10-10,17066,Slovakia,2418,3,223.58,29.74,Completed
398,2021-11-03,11256,Czechia,557,5,394.75,14.77,done
399,2020-03-06,20986,CZ,226,5,225.1,17.6,shipped
400,06-05-2017,20309,FR,2255,3,208.08,20.68,Done
401,2016-06-24,13886,sweden,1368,5,69.12,7.85,completed
402,2019-11-29,39326,Czech,1752,2,86.94,12.39,DONE
403,2020/02/21,19965,PL,982,5,240.45,3.05,complete
404,2022-10-19,56505,IT,367,3,102.44,0.0,DONE
405,2022-02-15,54819,Holland,2030,3,233.17,22.06,COMPLETED
406,2024-02-27,9270,ES,2222,1,261.89,,done
407,2024-10-09,53254,Czech Republic,939,5,138.69,14.46,CANCELLED
408,04/05/2022,55016,SK,2457,6,142.68,4.41,COMPLETED
409,2015/10/31,30330,Slovakia,1596,4,160.19,,Done
410,2019.01.24,15652,Netherlands,2132,2,47.84,0.0,COMPLETED
411,2021-02-10,52630,Czech,647,1,152.15,14.07,DONE
412,2020.12.07,14236,Austria,2258,3,275.31,13.88,COMPLETED
413,2016-11-13,9583,France,251,6,203.82,,shipped
414,2020-11-17,20142,sweden,1189,4,115.88,7.58,Shipped
415,24-07-2018,24435,Spain,271,3,215.13,0.0,CANCELLED
416,2018.06.15,23822,Italy,305,3,112.48,12.27,complete
417,2023/05/28,35101,Czech Republic,2207,6,236.01,14.97,CANCELLED
418,2019-04-10,48496,SK,988,4,221.39,5.32,DONE
419,2020-05-01,23954,Czech,466,6,211.76,10.01,Done
420,2020/09/09,47761,France,2053,1,188.98,3.8,done
421,2020-09-09,19875,czechia,2121,5,62.51,34.14,shipped
422,2017-03-03,38517,SE,1726,2,227.44,27.14,DONE
423,2020-12-30,47506,Czech,436,4,289.68,13.78,Done
424,2018/05/30,13452,Deutschland,707,3,288.89,31.52,Done
425,2021-08-11,42497,Italy,2238,2,159.86,15.79,complete
426,2016-07-09,44673,Italy,2049,1,252.99,0.0,DONE
427,2024.12.17,57895,Austria,2453,7,261.66,23.77,DONE
428,2022-10-14,59439,austria,189,6,300.99,12.67,complete
429,2019-03-21,35446,France,772,1,200.03,12.85,DONE
430,2018-01-07,43311,Spain,2381,3,131.31,11.67,complete
